name,id,shortDesc,actions,castType,sourceBook,PFSnote,levelreq,traditions/0,traditions/1,traditions/2,traditions/3,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,traits/7,cost,inputRequired,internalNote,range,area,targets,target,singleTarget,allowReturnFocusPoint,requirements,trigger,sustained,duration,desc,savingThrow,critsuccess,success,failure,critfailure,showSpells/0/level,showSpells/0/name,heightened/0/desc,heightened/0/level,heightened/1/desc,heightened/1/level,heightened/2/desc,heightened/2/level,heightened/3/desc,heightened/3/level,heightened/4/desc,heightened/4/level,heightened/5/desc,heightened/5/level,heightened/6/desc,heightened/6/level,heightened/7/desc,heightened/7/level,heightened/8/desc,heightened/8/level,gainConditions/0/duration,gainConditions/0/heightenedFilter,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/duration,gainConditions/1/heightenedFilter,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/duration,gainConditions/2/heightenedFilter,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,gainConditions/2/value,gainConditions/3/duration,gainConditions/3/heightenedFilter,gainConditions/3/name,gainConditions/3/source,gainConditions/3/targetFilter,gainConditions/3/value,gainConditions/4/duration,gainConditions/4/heightenedFilter,gainConditions/4/name,gainConditions/4/source,gainConditions/4/value,gainConditions/5/duration,gainConditions/5/heightenedFilter,gainConditions/5/name,gainConditions/5/source,gainConditions/5/value,gainItems/0/expiration,gainItems/0/heightenedFilter,gainItems/0/name,gainItems/0/type,gainItems/1/expiration,gainItems/1/heightenedFilter,gainItems/1/name,gainItems/1/type,gainItems/2/expiration,gainItems/2/heightenedFilter,gainItems/2/name,gainItems/2/type,gainItems/3/expiration,gainItems/3/heightenedFilter,gainItems/3/name,gainItems/3/type,gainItems/4/expiration,gainItems/4/heightenedFilter,gainItems/4/name,gainItems/4/type,desc1/0/value,desc1/0/variable,desc1/1/value,desc1/1/variable,desc1/2/value,desc1/2/variable,desc2/0/value,desc2/0/variable,desc2/1/value,desc2/1/variable,desc2/2/value,desc2/2/variable,desc2/3/value,desc2/3/variable,desc2/4/value,desc2/4/variable,desc2/5/value,desc2/5/variable,desc2/6/value,desc2/6/variable,desc2/7/value,desc2/7/variable,desc2/8/value,desc2/8/variable,desc3/0/value,desc3/0/variable,desc3/1/value,desc3/1/variable,desc3/2/value,desc3/2/variable,desc3/3/value,desc3/3/variable,desc3/4/value,desc3/4/variable,desc3/5/value,desc3/5/variable,desc3/6/value,desc3/6/variable,desc3/7/value,desc3/7/variable,desc3/8/value,desc3/8/variable,desc4/0/value,desc4/0/variable,desc4/1/value,desc4/1/variable,desc4/2/value,desc4/2/variable,desc4/3/value,desc4/3/variable,desc4/4/value,desc4/4/variable,desc4/5/value,desc4/5/variable,desc4/6/value,desc4/6/variable,desc4/7/value,desc4/7/variable,desc4/8/value,desc4/8/variable,desc4/9/value,desc4/9/variable,desc4/10/value,desc4/10/variable,desc4/11/value,desc4/11/variable,desc5/0/value,desc5/0/variable,desc5/1/value,desc5/1/variable,desc5/2/value,desc5/2/variable,desc5/3/value,desc5/3/variable,desc5/4/value,desc5/4/variable,desc5/5/value,desc5/5/variable,desc5/6/value,desc5/6/variable,desc5/7/value,desc5/7/variable,desc5/8/value,desc5/8/variable,desc5/9/value,desc5/9/variable,desc5/10/value,desc5/10/variable,desc5/11/value,desc5/11/variable,desc6/0/value,desc6/0/variable,desc6/1/value,desc6/1/variable,desc6/2/value,desc6/2/variable,desc6/3/value,desc6/3/variable,desc6/4/value,desc6/4/variable,desc6/5/value,desc6/5/variable,desc6/6/value,desc6/6/variable,desc6/7/value,desc6/7/variable,desc6/8/value,desc6/8/variable,desc6/9/value,desc6/9/variable,desc6/10/value,desc6/10/variable,desc7/0/value,desc7/0/variable,desc7/1/value,desc7/1/variable,desc7/2/value,desc7/2/variable,desc7/3/value,desc7/3/variable,desc7/4/value,desc7/4/variable,desc7/5/value,desc7/5/variable,desc7/6/value,desc7/6/variable,desc7/7/value,desc7/7/variable,desc7/8/value,desc7/8/variable,desc7/9/value,desc7/9/variable,desc7/10/value,desc7/10/variable,desc7/11/value,desc7/11/variable,desc8/0/value,desc8/0/variable,desc8/1/value,desc8/1/variable,desc8/2/value,desc8/2/variable,desc8/3/value,desc8/3/variable,desc9/0/value,desc9/0/variable,desc9/1/value,desc9/1/variable,desc9/2/value,desc9/2/variable,desc9/3/value,desc9/3/variable,desc10/0/value,desc10/0/variable,desc10/1/value,desc10/1/variable,desc10/2/value,desc10/2/variable,desc10/3/value,desc10/3/variable
Resilient Sphere,29eead2c-9122-11ea-bb37-0242ac130002,Create a sphere of force that blocks anything that would come through.,2A,"somatic, verbal",,,4,Arcane,Occult,,,Abjuration,Force,,,,,,,,,,30 feet,,1 Large or smaller creature,ally,TRUE,,,,,1 minute,"You create an immobile sphere of force to either trap or protect the target, blocking anything that would pass through the sphere. The sphere has AC 5, Hardness 10, and 40 Hit Points. It's immune to critical hits and precision damage. Disintegrate destroys the sphere instantly. If the target is unwilling, the effects of the sphere depend on the target's Reflex save.",,"The target disrupts the sphere's integrity, causing it to collapse entirely.",The sphere functions normally but has only 10 Hit Points instead of 40.,The sphere has its normal effect.,,,,,,,,,,,,,,,,,,,,,,100,,Resilient Sphere (Willing or Failure),Resilient Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rope Trick,29eeadea-9122-11ea-bb37-0242ac130002,Animate a rope that rises to an extradimensional hiding place.,10 minutes,"material, somatic, verbal",,,4,Arcane,Occult,,,Uncommon,Conjuration,Extradimensional,,,,,,,,,touch,,1 touched piece of rope from 5 to 30 feet long,,TRUE,,,,,8 hours,"You cause the target rope to rise vertically into the air. Where it ends, an extradimensional space opens, connected to the top of the rope. This space can be reached only by climbing the rope.

The entrance to the space can't be seen, and it can be pinpointed only by the presence of the rope. The rope can't be removed or hidden, though it can be detached from the extradimensional space by pulling it with 16,000 pounds of weight, critically succeeding at an Athletics check against the spell's DC, or destroying the rope. The space holds up to eight Medium creatures and their gear. A Large creature counts as two Medium creatures, a Huge creature counts as four Medium creatures, and a Gargantuan creature fills the space on its own.

If the rope is detached or destroyed, or if a creature attempts to enter the space that would put it over its capacity, the space begins to unravel. It disappears in 1d4 rounds, depositing the creatures within safely on the ground below.",,,,,,,,,,,,,,,,,,,,,,,,,,48000,,Rope Trick,Rope Trick,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shape Stone,29eeaea8-9122-11ea-bb37-0242ac130002,Reshape a cube of stone.,2A,"somatic, verbal",,,4,Arcane,Primal,,,Earth,Transmutation,,,,,,,,,,touch,,cube of stone 10 feet across or smaller,,TRUE,,,,,,"You shape the stone into a rough shape of your choice. The shaping process is too crude to produce intricate parts, fine details, moving pieces, or the like. Any creatures standing atop the stone when you reshape it must each attempt a Reflex save or Acrobatics check.",,,The creature is unaffected.,The creature falls prone atop the stone.,The creature falls off the stone (if applicable) and lands prone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solid Fog,29eeaf66-9122-11ea-bb37-0242ac130002,Conjure heavy fog that obscures sight and is hard to move through.,3A,"material, somatic, verbal",,,4,Arcane,Primal,,,Conjuration,Water,,,,,,,,,,120 feet,20-foot burst,,,,,,,,1 minute,"You conjure a bank of fog so thick it impedes movement as well as sight. This functions as obscuring mist, except that the area is also difficult terrain. You can Dismiss the spell.",,,,,,2,Obscuring Mist,,,,,,,,,,,,,,,,,,,100,,Obscuring Mist,Obscuring Mist,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speak with Plants,29eeb1be-9122-11ea-bb37-0242ac130002,Communicate with plants and plant creatures.,2A,"somatic, verbal",,,4,Primal,,,,Divination,Plant,,,,,,,,,,,,,self,,,,,,10 minutes,"You can ask questions of and receive answers from plants, but the spell doesn't make them more friendly or intelligent than normal. Most normal plants have a distinctive view of the world around them, so they don't recognize details about creatures or know anything about the world beyond their immediate vicinity. Cunning plant monsters are likely to be terse and evasive, while less intelligent ones often make inane comments.",,,,,,,,,,,,,,,,,,,,,,,,,,1000,,Speak with Plants,Speak with Plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell Immunity,29eeb290-9122-11ea-bb37-0242ac130002,Name a spell to negate its effects on you.,2A,"somatic, verbal",,,4,Arcane,Occult,Divine,,Abjuration,,,,,,,,,,,touch,,1 creature,ally,TRUE,,,,,24 hours,You ward a creature against the effects of a single spell. Choose a spell and name it aloud as part of the verbal component. Spell immunity attempts to counteract that spell whenever spell immunity's target is the target of the named spell or in that spell's area. Successfully counteracting a spell that targets an area or multiple targets with spell immunity negates the effects only for the target affected by spell immunity.,,,,,,,,,,,,,,,,,,,,,,,,,,144000,,Spell Immunity,Spell Immunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritual Anamnesis,ce60e1df-d365-48d2-bf93-46770efa0f13,Overwhelm a target with memories of a past life.,2A,"somatic, verbal",Pathfinder #147: Tomorrow Must Burn,,4,Divine,Occult,,,Uncommon,Mental,Necromancy,,,,,,,,,60 feet,,1 creature,,TRUE,,,,,varies,"Memories of a past life that seem incredibly real (and may even be) overwhelm the target�s mind. This is especially disorienting for undead and creatures that have lived a previous life (such as celestials, fiends, monitors, and many other extraplanar creatures); if such creatures roll a critical success on their save, they get a success instead, and if they roll a failure, they get a critical failure instead.",Will,The creature is unaffected.,The creature is�slowed�1 for 1 round.,"The target is slowed 1 for 1 minute and babbles about the visions, possibly providing information about what they saw.","As failure, but the target is also stunned 3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneskin,29eeb34e-9122-11ea-bb37-0242ac130002,Harden a creature's skin into durable stone.,2A,"somatic, verbal",,,4,Arcane,Primal,,,Abjuration,Earth,,,,,,,,,,touch,,1 creature,ally,TRUE,,,,,20 minutes,"The target's skin hardens like stone. It gains resistance <var>var1</var> to physical damage, except adamantine. Each time the target is hit by a bludgeoning, piercing, or slashing attack, stoneskin's duration decreases by 1 minute.",,,,,,,,The resistance increases to 10.,(6th),The resistance increases to 15.,(8th),The resistance increases to 20.,(10th),,,,,,,,,,,,,2000,,Stoneskin,Stoneskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,var1,,,,,,,,,,,,,,,20,var1,,,,,,
Suggestion,29eeb402-9122-11ea-bb37-0242ac130002,Suggest a course of action a creature must follow.,2A,"somatic, verbal",,,4,Arcane,Occult,,,Enchantment,Incapacitation,Linguistic,Mental,,,,,,,,30 feet,,1 creature,,TRUE,,,,,varies,"<var>var1</var>Your honeyed words are difficult for creatures to resist. You suggest a course of action to the target, which must be phrased in such a way as to seem like a logical course of action to the target and can't be self-destructive or obviously against the target's self-interest. The target must attempt a Will save.",Will,The target is unaffected and knows you tried to control it.,"The target is unaffected and thinks you were talking to them normally, not casting a spell on them.","The target immediately follows your suggestion. The spell has a duration of 1 minute, or until the target has completed a finite suggestion or the suggestion becomes self-destructive or has other obvious negative effects.","As failure, but the base duration is 1 hour.",,,You can target up to 10 creatures.,(8th),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You can target up to 10 creatures. ,var1,,,,,,,,,,,,,,,,,,,,,,
Swarming Wasp Stings,2d0bc960-3cbc-4978-9a48-26a18e1c6a38,"You manifest a swarm of disembodied wasp stingers that stab creatures in the area, possibly poisoning them.",2A,"somatic, verbal",Pathfinder #160: Assault on Hunting Lodge Seven,,4,Arcane,Primal,,,Uncommon,Necromancy,Poison,,,,,,,,,30 feet,10-foot burst,,,,,,,,,"You manifest a swarm of disembodied wasp stingers that stab creatures in the area, possibly poisoning them. Creatures in the affected area take 1d6 piercing damage. Each creature that takes piercing damage must attempt a Fortitude save.

<strong>Swarming Wasp Venom</strong> (poison) <strong>Level</strong> 7; <strong>Maximum Duration</strong> 6 rounds; <strong>Stage 1</strong> 2d6 poison damage and clumsy 1 (1 round); <strong>Stage 2</strong> 3d6 poison damage and clumsy 2 (1 round)",Fortitude,The target is unaffected.,The target takes 2d6 poison damage.,The target is afflicted with swarming wasp venom at stage 1.,The target is afflicted with swarming wasp venom at stage 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talking Corpse,29eeb4ca-9122-11ea-bb37-0242ac130002,Have a corpse answer three questions.,10 minutes,"material, somatic, verbal",,,4,Divine,Occult,,,Uncommon,Necromancy,,,,,,,,,,touch,,1 corpse,,TRUE,,,,,10 minutes,"You grant the target corpse a semblance of life, which it uses to speak the answers to three questions posed to it. This spell calls on the physical body's latent memories rather than summoning back the deceased's spirit, so the corpse must be mostly intact for the spell to function. The more damage the corpse has taken, the more inaccurate or patchwork its answers are, and it must have a throat and mouth to speak at all. If anyone has previously cast this spell on the corpse in the last week, the spell automatically fails. The corpse can attempt a Will save to resist answering the questions using the statistics of the original creature at its time of death, with the following effects.",Will,"The target can lie or refuse to answer your questions, and the target's spirit haunts you for 24 hours, bothering you and causing you to be unable to gain any rest for that time.",The target can provide false information or refuse to answer your questions.,"The target must answer truthfully, but its answers can be brief, cryptic, and repetitive. It can still mislead you or attempt to stall so that the spell's duration runs out before you can ask all your questions.","As failure, but the target's answers are more direct and less repetitive, though still cryptic. It takes a -2 status penalty to Deception checks to deceive or mislead you.",,,,,,,,,,,,,,,,,,,,,1000,,Talking Corpse,Talking Corpse,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telepathy,29eeb588-9122-11ea-bb37-0242ac130002,Communicate telepathically with any creatures near you.,2A,"somatic, verbal",,,4,Arcane,Occult,,,Divination,Linguistic,Mental,,,,,,,,,,,,self,,,,,,10 minutes,"<var>var1</var>You can communicate telepathically with creatures within 30 feet. Once you establish a connection by communicating with a creature, the communication is two-way. You can communicate only with creatures that share a language with you<var>var2</var>.",,,,,,,,Telepathy loses the linguistic trait. You can communicate telepathically with creatures using shared mental imagery even if you don't share a language.,(6th),,,,,,,,,,,,,,,,,1000,,Telepathy,Telepathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telepathy loses the linguistic trait. ,var1,", but you can communicate telepathically with creatures using shared mental imagery even if you don't share a language",var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veil,29eeb646-9122-11ea-bb37-0242ac130002,Disguise many creatures as other creatures.,2A,"somatic, verbal",,,4,Arcane,Occult,,,Illusion,Visual,,,,,,,,,,30 feet,,up to 10 creatures,ally,TRUE,,,,,1 hour,"You disguise the targets as other creatures of the same <var>var1</var>. The disguise can hide the targets' identities or let them appear to be of another ancestry<var>var1</var> You choose the disguise for each target; for example, you could make one target appear to be a dwarf and another an elf.

Casting veil counts as setting up a disguise for the purpose of the Impersonate action. It allows the target to ignore any circumstance penalties they might take for being disguised as dissimilar creatures, and it gives the targets a +4 status bonus to Deception checks to prevent others from seeing through their disguises, and add their level even if untrained. You can Dismiss any or all of these disguises.",,,,,,,,The spell also disguises the targets' voices and scents; it gains the auditory trait.,(5th),"The targets can appear as any creature of the same size, even specific individuals. You must have seen an individual to reproduce their appearance. The spell also disguises the targets' voices and scents; it gains the auditory trait.",(7th),,,,,,,,,,,,,,,6000,4,Veil (4th Level),Veil,,,6000,5,Veil (5th Level),Veil,,,6000,7,Veil (7th Level),Veil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,body shape and roughly similar height (within 6 inches) and weight (within 50 pounds).,var1,", but it's not precise enough to impersonate specific individuals. The spell doesn't change voice, scent, or mannerisms.",var2,,,,,,,,,,,,,,,,,,,,,body shape and roughly similar height (within 6 inches) and weight (within 50 pounds).,var1,", but it's not precise enough to impersonate specific individuals. The spell also disguises the target's voice and scent, but not mannerisms; it gains the auditory trait.",var2,,,,,,,,,,,,,,,,,,,,,"size, even specific individuals. You must have seen an individual to reproduce their appearance.",var1,". The spell also disguises the target's voice and scent, but not mannerisms; it gains the auditory trait.",var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vital Beacon,29eeb6fa-9122-11ea-bb37-0242ac130002,Radiate vitality that heals creatures that touch you.,1 minute,"somatic, verbal",,,4,Divine,Primal,,,Healing,Necromancy,Positive,,,,,,,,,,,,self,,,,,,until your next daily preparations,"Vitality radiates outward from you, allowing others to supplicate and receive healing. Once per round, either you or an ally can use an Interact action to supplicate and lay hands upon you to regain Hit Points. Each time the beacon heals someone, it decreases in strength. It restores <var>var1</var> Hit Points to the first creature, <var>var2</var> Hit Points to the second, <var>var3</var> Hit Points to the third, and <var>var4</var> Hit Points to the fourth, after which the spell ends. You can have only one vital beacon active at a time.",,,,,,,,"The beacon restores one additional die of Hit Points each time it heals, using the same die size as the others for that step.",(+1),,,,,,,,,,,,,,,,,-2,,Vital Beacon,Vital Beacon,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d10,var1,4d8,var2,4d6,var3,4d4,var4,,,,,,,,,,,,,,,,,5d10,var1,5d8,var2,5d6,var3,5d4,var4,,,,,,,,,,,,,,,,,6d10,var1,6d8,var2,6d6,var3,6d4,var4,,,,,,,,,,,,,,,7d10,var1,7d8,var2,7d6,var3,7d4,var4,,,,,,,,,,,,,,,,,8d10,var1,8d8,var2,8d6,var3,8d4,var4,9d10,var1,9d8,var2,9d6,var3,9d4,var4,10d10,var1,10d8,var2,10d6,var3,10d4,var4
Wall of Fire,29eeb95c-9122-11ea-bb37-0242ac130002,Create a blazing wall burns creatures that pass through.,3A,"material, somatic, verbal",,,4,Arcane,Primal,,,Evocation,Fire,,,,,,,,,,120 feet,,,self,,,,,,1 minute,"You raise a blazing wall that burns creatures passing through it. You create either a 5-foot-thick wall of flame in a straight line up to 60 feet long and 10 feet high, or a 5-foot-thick, 10-foot-radius ring of flame with the same height. The wall stands vertically in either form; if you wish, the wall can be of a shorter length or height. Everything on each side of the wall is concealed from creatures on the opposite side. Any creature that crosses the wall or is occupying the wall's area at the start of its turn takes <var>var1</var> fire damage.",,,,,,,,The fire damage increases by 1d6.,(+1),,,,,,,,,,,,,,,,,100,,Wall of Fire,Wall of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d6,var1,,,,,,,,,,,,,,,,,,,,,,,5d6,var1,,,,,,,,,,,,,,,,,,,,,,,6d6,var1,,,,,,,,,,,,,,,,,,,,,7d6,var1,,,,,,,,,,,,,,,,,,,,,,,8d6,var1,,,,,,,9d6,var1,,,,,,,10d6,var1,,,,,,
Weapon Storm,29eeba1a-9122-11ea-bb37-0242ac130002,Multiply a weapon you hold and attack many creatures with it.,2A,"somatic, verbal",,,4,Arcane,Primal,,,Evocation,,,,,,,,,,,,30-foot cone or 10-foot emanation,,,,,,,,,"You swing a weapon you're holding, and the weapon magically multiplies into duplicates that swipe at all creatures in either a cone or an emanation. This flurry deals <var>var1</var> dice of damage to creatures in the area. This damage has the same type as the weapon and uses the same die size. Determine the die size as if you were attacking with the weapon; for instance, if you were wielding a two-hand weapon in both hands, you'd use its two-hand damage die.",Reflex,The creature is unaffected.,The target takes half damage.,The target takes full damage.,The target takes double damage and is subject to the weapon's critical specialization effect.,,,Add another damage die.,(+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,four,var1,,,,,,,,,,,,,,,,,,,,,,,five,var1,,,,,,,,,,,,,,,,,,,,,,,six,var1,,,,,,,,,,,,,,,,,,,,,seven,var1,,,,,,,,,,,,,,,,,,,,,,,eight,var1,,,,,,,nine,var1,,,,,,,ten,var1,,,,,,
Abyssal Plague,29eebad8-9122-11ea-bb37-0242ac130002,Inflict a draining curse.,2A,"somatic, verbal",,,5,Occult,Divine,,,Chaotic,Disease,Evil,Necromancy,,,,,,,,,,,,,,,,,,,Fortitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acid Storm,29eebb96-9122-11ea-bb37-0242ac130002,You evoke a storm of acid rain that pelts the area for the spell's duration.,2A,"somatic, verbal",,,5,Arcane,Primal,,,Acid,Evocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banishment,29eebc54-9122-11ea-bb37-0242ac130002,Send a creature back to its home plane.,2A,"somatic, verbal",,,5,Arcane,Occult,Divine,Primal,Abjuration,Incapacitation,,,,,,,,,,,,,,,,,,,,,Will,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Tentacles,29eebd08-9122-11ea-bb37-0242ac130002,Tentacles in an area grab creatures.,3A,"material, somatic, verbal",,,5,Arcane,Occult,,,Conjuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breath of Life,29eebdc6-9122-11ea-bb37-0242ac130002,React to revive a creature at the moment of its death.,Reaction,verbal,,,5,Divine,,,,Healing,Necromancy,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
